Category_Value,Count
zip:76228,8216
zip:76230,127353
zip:76233,126528
zip:76234,276947
zip:76240,202694
zip:76244,1638013
zip:76247,363110
zip:76248,200578
zip:76249,36196
zip:76252,57793
zip:76255,261642
zip:76258,22754
zip:76259,36425
zip:76262,363157
zip:76265,36696
zip:76266,147822
zip:76272,39784
zip:76273,42637
zip:76301,286945
zip:76302,38237
zip:76306,298647
zip:76308,396539
zip:76309,269459
zip:76310,862813
zip:76351,13569
zip:76354,188537
zip:76357,13727
zip:76360,77039
zip:76365,95258
zip:76366,1116
zip:76367,33838
zip:76370,2847
zip:76380,235866
zip:76384,256590
zip:76389,4384
zip:76401,430568
zip:76424,77706
zip:76426,122213
zip:76433,32071
zip:76437,32360
zip:76442,188726
zip:76443,7616
zip:76446,22945
zip:76448,25509
zip:76449,24769
zip:76450,352433
zip:76457,6420
zip:76458,33566
zip:76471,9526
zip:76472,7388
zip:76483,5999
zip:76501,36204
zip:76502,2232753
zip:76504,115422
zip:76511,31285
zip:76513,714745
zip:76520,1964
zip:76522,1201568
zip:76525,48285
zip:76527,9315
zip:76528,170690
zip:76530,4898
zip:76531,113607
zip:76534,1091
zip:76537,157114
zip:76539,70360
zip:76541,388447
zip:76542,1319312
zip:76543,492853
zip:76544,64712
zip:76548,1134299
zip:76549,2587432
zip:76550,212337
zip:76557,58335
zip:76559,11607
zip:76567,163537
zip:76570,90028
zip:76571,46828
zip:76574,252851
zip:76624,108790
zip:76626,7270
zip:76629,7521
zip:76633,56825
zip:76634,18302
zip:76635,6477
zip:76636,84590
zip:76637,24334
zip:76638,3997
zip:76639,9323
zip:76641,11902
zip:76643,368604
zip:76645,54586
zip:76648,61414
zip:76651,90741
zip:76653,39193
zip:76655,102794
zip:76656,9812
zip:76661,221368
zip:76667,575756
zip:76670,14412
zip:76673,6066
zip:76679,8616
zip:76681,24901
zip:76682,90740
zip:76687,13328
zip:76689,16832
zip:76690,18729
zip:76691,85872
zip:76692,368168
zip:76693,37302
zip:76702,16335
zip:76705,1367815
zip:76706,877158
zip:76707,102191
zip:76708,980584
zip:76710,834023
zip:76711,47370
zip:76712,888617
zip:76801,554909
zip:76802,550
zip:76821,44596
zip:76823,7434
zip:76825,118789
zip:76832,2138
zip:76834,23045
zip:76837,136959
zip:76844,12943
zip:76849,9694
zip:76856,82762
zip:76859,12761
zip:76861,2696
zip:76864,16611
zip:76872,3912
zip:76877,113363
zip:76878,221640
zip:76901,886456
zip:76903,547753
zip:76904,818941
zip:76905,32989
zip:76932,29056
zip:76933,75763
zip:76936,3325
zip:76937,2033
zip:76941,13421
zip:76943,12765
zip:76945,23425
zip:76950,9892
zip:77002,777408
zip:77003,159817
zip:77004,576021
zip:77005,276962
zip:77006,503586
zip:77007,6681259
zip:77008,688973
zip:77009,356416
zip:77010,1490
zip:77011,32142
zip:77012,48154
zip:77013,56319
zip:77014,1092222
zip:77015,942631
zip:77016,1145709
zip:77017,410279
zip:77018,722877
zip:77019,661810
zip:77020,546938
zip:77021,756687
zip:77022,409995
zip:77023,3582141
zip:77024,710234
zip:77025,196956
zip:77026,518190
zip:77027,662728
zip:77028,972088
zip:77029,445142
zip:77030,90235
zip:77031,204368
zip:77032,38520
zip:77033,1745411
zip:77034,570664
zip:77035,813783
zip:77036,1128388
zip:77037,80296
zip:77038,655631
zip:77039,400055
zip:77040,663638
zip:77041,389616
zip:77042,1838756
zip:77043,218375
zip:77044,1664116
zip:77045,703459
zip:77047,1010590
zip:77048,536201
zip:77049,361428
zip:77051,186718
zip:77053,1108465
zip:77054,446586
zip:77055,1967396
zip:77056,571932
zip:77057,731758
zip:77058,218398
zip:77059,199559
zip:77060,1089655
zip:77061,326144
zip:77062,231838
zip:77063,7632928
zip:77064,551898
zip:77065,1232316
zip:77066,993116
zip:77067,449661
zip:77068,52300
zip:77069,474311
zip:77070,1008811
zip:77071,346339
zip:77072,699840
zip:77073,1677062
zip:77074,414464
zip:77075,975086
zip:77076,282361
zip:77077,2370882
zip:77078,394787
zip:77079,397418
zip:77080,841901
zip:77081,511427
zip:77082,909692
zip:77083,894379
zip:77084,1617418
zip:77085,109054
zip:77086,249790
zip:77087,376116
zip:77088,1751991
zip:77089,1247671
zip:77090,1650011
zip:77091,3489295
zip:77092,241607
zip:77093,432035
zip:77094,3585
zip:77095,765604
zip:77096,644162
zip:77098,177145
zip:77099,641855
zip:77275,6783
zip:77301,886340
zip:77302,82011
zip:77303,199604
zip:77304,1135122
zip:77316,693901
zip:77318,269402
zip:77320,839375
zip:77325,42836
zip:77327,378370
zip:77328,275003
zip:77331,69526
zip:77336,69821
zip:77338,902026
zip:77339,594723
zip:77340,401495
zip:77344,5709
zip:77345,179191
zip:77346,2104503
zip:77347,23898
zip:77351,1406234
zip:77354,453608
zip:77355,347200
zip:77356,403415
zip:77357,563579
zip:77360,386717
zip:77362,8389
zip:77363,120359
zip:77365,428949
zip:77371,59312
zip:77373,1331343
zip:77375,1053127
zip:77377,159833
zip:77378,63361
zip:77379,1704323
zip:77380,536664
zip:77381,78877
zip:77382,132247
zip:77383,29002
zip:77384,287296
zip:77385,237481
zip:77386,869970
zip:77388,1075068
zip:77389,309357
zip:77396,1167633
zip:77401,57665
zip:77406,920197
zip:77407,763851
zip:77414,512270
zip:77417,21842
zip:77418,4052
zip:77420,7854
zip:77422,422209
zip:77423,2977
zip:77426,5851
zip:77429,803200
zip:77433,1529386
zip:77434,81341
zip:77435,80320
zip:77437,653081
zip:77441,77633
zip:77445,268724
zip:77446,113392
zip:77447,282997
zip:77449,3261742
zip:77450,760055
zip:77451,38356
zip:77455,35623
zip:77459,3314078
zip:77465,170533
zip:77469,973291
zip:77471,263773
zip:77474,95876
zip:77475,4040
zip:77477,280690
zip:77478,243794
zip:77479,1172952
zip:77482,10973
zip:77484,282222
zip:77486,14957
zip:77488,342572
zip:77489,695437
zip:77491,148967
zip:77493,1365168
zip:77494,2034222
zip:77498,234501
zip:77502,685233
zip:77503,83185
zip:77504,52682
zip:77505,242136
zip:77506,238193
zip:77510,73838
zip:77511,683410
zip:77514,6480
zip:77515,446865
zip:77518,49963
zip:77519,14990
zip:77520,427566
zip:77521,2290112
zip:77523,324191
zip:77530,519108
zip:77531,70928
zip:77532,384437
zip:77534,1044
zip:77535,403040
zip:77536,596253
zip:77538,22415
zip:77539,319686
zip:77541,104163
zip:77545,345675
zip:77546,378352
zip:77550,405180
zip:77551,493670
zip:77554,43342
zip:77563,2100
zip:77564,2484
zip:77566,456865
zip:77568,517818
zip:77571,555522
zip:77573,2415883
zip:77575,253092
zip:77578,557978
zip:77581,733080
zip:77583,394469
zip:77584,2622497
zip:77585,20949
zip:77586,122662
zip:77587,97605
zip:77590,592539
zip:77591,44926
zip:77597,543
zip:77598,107106
zip:77611,69738
zip:77612,172773
zip:77619,191409
zip:77625,106413
zip:77627,746736
zip:77629,2776
zip:77630,1187881
zip:77632,149613
zip:77640,42870
zip:77642,1519576
zip:77650,7240
zip:77651,110703
zip:77656,421530
zip:77657,562217
zip:77659,90927
zip:77662,283299
zip:77664,11451
zip:77701,148551
zip:77703,436755
zip:77705,1332363
zip:77706,1472106
zip:77707,486679
zip:77708,256908
zip:77713,80979
zip:77725,2530
zip:77801,1570
zip:77802,331946
zip:77803,543619
zip:77807,7347
zip:77808,46588
zip:77830,27655
zip:77831,20112
zip:77833,1002641
zip:77835,40583
zip:77836,282778
zip:77837,54111
zip:77840,705328
zip:77842,2261
zip:77845,1351206
zip:77853,4782
zip:77856,104795
zip:77859,198109
zip:77861,53371
zip:77864,280478
zip:77868,203598
zip:77872,25375
zip:77878,22365
zip:77879,72369
zip:77880,20586
zip:77901,639938
zip:77904,321430
zip:77905,198301
zip:77954,88323
zip:77957,31039
zip:77962,20242
zip:77963,35288
zip:77964,20739
zip:77968,57393
zip:77970,38948
zip:77975,18308
zip:77979,150429
zip:77983,2736
zip:77984,84773
zip:77995,126920
zip:78002,42582
zip:78003,303032
zip:78006,288411
zip:78009,47321
zip:78013,31985
zip:78014,31336
zip:78015,24403
zip:78016,47176
zip:78017,890
zip:78022,20192
zip:78023,67282
zip:78025,110387
zip:78026,110967
zip:78028,428208
zip:78039,21737
zip:78040,24200
zip:78041,167708
zip:78045,268471
zip:78046,134429
zip:78052,161312
zip:78055,1216
zip:78058,82841
zip:78061,152300
zip:78063,152395
zip:78064,60027
zip:78065,36374
zip:78069,2450
zip:78071,42073
zip:78073,73765
zip:78076,17496
zip:78102,219536
zip:78108,635451
zip:78109,1159060
zip:78112,47175
zip:78114,476746
zip:78118,19596
zip:78119,107592
zip:78121,364242
zip:78122,3015
zip:78124,103262
zip:78130,1016575
zip:78132,152623
zip:78133,311289
zip:78140,15631
zip:78146,5405
zip:78147,1385
zip:78148,30425
zip:78152,55535
zip:78154,462024
zip:78155,923640
zip:78159,2921
zip:78160,1712
zip:78163,54428
zip:78164,86239
zip:78201,460720
zip:78202,480047
zip:78203,2301
zip:78204,88836
zip:78207,625290
zip:78208,16866
zip:78209,623609
zip:78210,124962
zip:78211,188027
zip:78212,14829
zip:78213,366503
zip:78214,3190548
zip:78215,6014
zip:78216,603029
zip:78217,436478
zip:78218,474118
zip:78219,39577
zip:78220,25713
zip:78221,510777
zip:78222,3812591
zip:78223,845257
zip:78224,66772
zip:78225,8370
zip:78227,94770
zip:78228,352975
zip:78229,261696
zip:78230,223692
zip:78231,39580
zip:78232,297197
zip:78233,792605
zip:78234,32069
zip:78235,16412
zip:78237,245999
zip:78238,144176
zip:78239,311681
zip:78240,460176
zip:78242,301567
zip:78244,1896110
zip:78245,1459012
zip:78247,455092
zip:78248,56063
zip:78249,539183
zip:78250,584086
zip:78251,1022149
zip:78252,85769
zip:78253,995944
zip:78254,907508
zip:78255,105080
zip:78256,23471
zip:78257,15477
zip:78258,224131
zip:78259,159160
zip:78260,481220
zip:78261,72002
zip:78263,48408
zip:78264,152586
zip:78288,28637
zip:78332,203971
zip:78336,136458
zip:78361,12017
zip:78362,226937
zip:78363,284235
zip:78368,85760
zip:78370,26983
zip:78372,24101
zip:78373,26682
zip:78374,216039
zip:78379,25672
zip:78380,109771
zip:78382,516723
zip:78383,5184
zip:78387,4932
zip:78390,12315
zip:78401,12533
zip:78404,28681
zip:78405,128162
zip:78407,6817
zip:78408,67472
zip:78410,321284
zip:78411,223652
zip:78412,131127
zip:78413,85489
zip:78414,713346
zip:78415,324157
zip:78416,72433
zip:78418,263410
zip:78501,211511
zip:78503,30970
zip:78504,182584
zip:78505,14190
zip:78516,59743
zip:78520,54584
zip:78521,100044
zip:78526,43001
zip:78537,157468
zip:78539,254212
zip:78540,1336
zip:78541,10158
zip:78550,338853
zip:78552,190013
zip:78557,4730
zip:78559,13851
zip:78566,128455
zip:78569,26636
zip:78570,23323
zip:78572,252466
zip:78573,25840
zip:78574,37218
zip:78575,8887
zip:78576,9307
zip:78577,110736
zip:78578,77113
zip:78579,8271
zip:78580,68810
zip:78582,82019
zip:78585,12344
zip:78586,95846
zip:78589,29915
zip:78593,5092
zip:78596,260513
zip:78599,309674
zip:78602,514372
zip:78606,7029
zip:78609,7582
zip:78610,148165
zip:78611,145868
zip:78612,26923
zip:78613,235083
zip:78616,11635
zip:78617,228468
zip:78620,8484
zip:78621,351990
zip:78624,230718
zip:78626,225532
zip:78628,754354
zip:78629,135677
zip:78631,51895
zip:78633,191094
zip:78634,332754
zip:78639,117381
zip:78640,886740
zip:78641,740572
zip:78642,207841
zip:78643,45649
zip:78644,298542
zip:78645,36510
zip:78648,63341
zip:78653,287271
zip:78654,293533
zip:78659,153508
zip:78660,1056397
zip:78664,290584
zip:78665,828875
zip:78666,488207
zip:78669,18715
zip:78676,43883
zip:78681,605200
zip:78691,4052
zip:78701,56214
zip:78702,109961
zip:78703,247037
zip:78704,488044
zip:78705,7275
zip:78717,124553
zip:78721,31337
zip:78722,2554
zip:78723,307465
zip:78724,786459
zip:78725,4902
zip:78726,51824
zip:78727,130326
zip:78728,67254
zip:78729,243224
zip:78730,1600
zip:78731,81426
zip:78732,67668
zip:78733,9470
zip:78734,205732
zip:78735,4301
zip:78737,42761
zip:78738,73921
zip:78739,83296
zip:78741,489113
zip:78744,352748
zip:78745,366805
zip:78746,129517
zip:78747,17411
zip:78748,397415
zip:78749,67992
zip:78750,250632
zip:78751,5234
zip:78752,23015
zip:78753,348502
zip:78754,1460296
zip:78757,278862
zip:78758,664653
zip:78759,208870
zip:78767,66043
zip:78801,302238
zip:78832,17278
zip:78833,10035
zip:78834,36114
zip:78839,199807
zip:78840,319845
zip:78850,5404
zip:78852,79544
zip:78861,16241
zip:78873,5782
zip:78881,13980
zip:78884,8840
zip:78886,51577
zip:78934,176259
zip:78941,16485
zip:78942,61351
zip:78945,90806
zip:78947,20878
zip:78948,6632
zip:78950,17021
zip:78954,4118
zip:78956,3332
zip:78957,24761
zip:78959,55221
zip:78962,110072
zip:79007,123272
zip:79014,8801
zip:79015,274019
zip:79022,221204
zip:79024,72672
zip:79027,32509
zip:79029,320731
zip:79035,1780
zip:79036,37943
zip:79039,4694
zip:79040,41926
zip:79045,168197
zip:79046,1474
zip:79052,26437
zip:79054,713
zip:79064,12593
zip:79065,245538
zip:79068,19332
zip:79070,130680
zip:79072,190215
zip:79079,22038
zip:79081,24128
zip:79088,42156
zip:79092,7655
zip:79096,3807
zip:79098,6556
zip:79102,92855
zip:79103,218272
zip:79104,21251
zip:79106,144301
zip:79107,615662
zip:79108,17748
zip:79109,1521676
zip:79110,76717
zip:79111,7896
zip:79118,583044
zip:79119,36535
zip:79121,39846
zip:79124,77223
zip:79225,4524
zip:79226,41034
zip:79229,49400
zip:79234,6784
zip:79241,21371
zip:79244,32248
zip:79248,83480
zip:79252,22468
zip:79255,2058
zip:79256,16809
zip:79257,54168
zip:79261,49963
zip:79311,548
zip:79316,171110
zip:79322,10096
zip:79323,106148
zip:79325,7934
zip:79329,1700
zip:79330,22835
zip:79331,190329
zip:79336,233461
zip:79339,51411
zip:79347,21051
zip:79351,33197
zip:79356,15473
zip:79357,16642
zip:79359,9048
zip:79360,90204
zip:79363,27982
zip:79364,55620
zip:79366,4715
zip:79370,21596
zip:79373,49322
zip:79382,66462
zip:79401,112022
zip:79403,397673
zip:79404,35803
zip:79407,421195
zip:79410,69103
zip:79411,16958
zip:79412,249779
zip:79413,456661
zip:79414,67558
zip:79415,123777
zip:79416,348945
zip:79423,674710
zip:79424,1158483
zip:79457,16416
zip:79504,36305
zip:79506,42925
zip:79508,937
zip:79510,234880
zip:79512,54534
zip:79521,215677
zip:79525,52433
zip:79532,54936
zip:79535,37681
zip:79536,35651
zip:79544,39209
zip:79547,1583
zip:79549,175851
zip:79553,46502
zip:79556,232691
zip:79560,35364
zip:79561,10370
zip:79562,10126
zip:79567,6007
zip:79601,68456
zip:79602,911407
zip:79603,542121
zip:79605,763674
zip:79606,646991
zip:79701,153845
zip:79703,45127
zip:79705,722316
zip:79706,68599
zip:79707,661007
zip:79711,1743
zip:79714,127148
zip:79718,52100
zip:79720,633507
zip:79735,2944
zip:79743,42228
zip:79745,7524
zip:79752,33998
zip:79756,168928
zip:79761,249965
zip:79762,904451
zip:79763,222920
zip:79764,67125
zip:79765,190663
zip:79766,2765
zip:79772,33288
zip:79782,67483
zip:79830,94314
zip:79838,25019
zip:79842,45992
zip:79843,3207
zip:79848,55115
zip:79851,6049
zip:79855,14026
zip:79902,379268
zip:79903,56939
zip:79904,109175
zip:79905,2862
zip:79906,29442
zip:79907,266892
zip:79908,26596
zip:79911,8288
zip:79912,258035
zip:79915,383921
zip:79922,3182
zip:79924,526688
zip:79925,227329
zip:79927,199762
zip:79928,271253
zip:79930,134949
zip:79932,86914
zip:79934,224046
zip:79936,996304
zip:79938,298869
zip:80000,664
zip:80002,87614
zip:80003,72690
zip:80004,222443
zip:80005,174228
zip:80007,6411
zip:80010,515770
zip:80011,389668
zip:80012,698107
zip:80013,1260629
zip:80014,547726
zip:80015,740983
zip:80016,228277
zip:80017,3652460
zip:80018,82087
zip:80019,42938
zip:80020,252868
zip:80021,118052
zip:80022,529804
zip:80023,19988
zip:80026,78204
zip:80027,26905
zip:80030,12916
zip:80031,354995
zip:80033,241459
zip:80040,6128
zip:80102,110589
zip:80104,152574
zip:80106,4573
zip:80107,36878
zip:80108,195562
zip:80109,42109
zip:80110,123484
zip:80111,132015
zip:80112,119250
zip:80113,122445
zip:80116,466
zip:80117,122650
zip:80118,4321
zip:80120,226450
zip:80121,52514
zip:80122,157908
zip:80123,77224
zip:80124,9574
zip:80125,5692
zip:80126,229916
zip:80127,90088
zip:80128,267737
zip:80129,91712
zip:80130,229395
zip:80132,141683
zip:80134,428913
zip:80135,1900
zip:80136,50124
zip:80138,138270
zip:80150,2407
zip:80202,326438
zip:80203,454479
zip:80204,535996
zip:80205,1131295
zip:80206,636707
zip:80207,309621
zip:80209,509872
zip:80210,566979
zip:80211,758784
zip:80212,128394
zip:80214,189648
zip:80215,226037
zip:80216,150339
zip:80218,312501
zip:80219,665940
zip:80220,1007288
zip:80221,221694
zip:80222,122900
zip:80223,155706
zip:80224,318131
zip:80226,216751
zip:80227,110108
zip:80228,134082
zip:80229,40766
zip:80230,181891
zip:80231,4985744
zip:80232,117330
zip:80233,307093
zip:80234,70820
zip:80235,6006
zip:80236,25481
zip:80237,436721
zip:80238,1112278
zip:80239,198906
zip:80241,1001850
zip:80246,76168
zip:80247,192985
zip:80249,235862
zip:80252,2384002
zip:80260,66570
zip:80301,26741
zip:80302,38920
zip:80303,15941
zip:80304,45168
zip:80305,7178
zip:80401,82275
zip:80403,23174
zip:80420,14597
zip:80421,16932
zip:80422,3943
zip:80439,28469
zip:80442,19562
zip:80443,28221
zip:80446,21108
zip:80461,50094
zip:80465,3476
zip:80466,2641
zip:80467,2023
zip:80470,14434
zip:80480,3444
zip:80487,32220
zip:80501,347495
zip:80503,168759
zip:80504,233265
zip:80513,150249
zip:80514,9102
zip:80516,30823
zip:80517,16948
zip:80520,4661
zip:80521,213409
zip:80524,84036
zip:80525,309118
zip:80526,413625
zip:80527,2412
zip:80528,58090
zip:80530,21005
zip:80534,212668
zip:80535,14160
zip:80537,146201
zip:80538,389416
zip:80540,5336
zip:80542,22852
zip:80543,30406
zip:80547,100386
zip:80549,22384
zip:80550,264819
zip:80601,271391
zip:80602,53129
zip:80603,29668
zip:80610,18501
zip:80615,54024
zip:80620,172730
zip:80621,26755
zip:80631,183496
zip:80634,561619
zip:80640,40453
zip:80642,39767
zip:80643,1170
zip:80644,14070
zip:80645,2164
zip:80648,12811
zip:80651,40558
zip:80652,5091
zip:80654,58251
zip:80701,153414
zip:80720,1052
zip:80723,19195
zip:80731,41002
zip:80734,28889
zip:80737,29684
