field_combination,summary_value,request_count,fill_rate
zip:14489,1481,140668,0.010528336224301191
zip:14502,4510,279516,0.016135033414902904
zip:14510,272,4887,0.055657867812563946
zip:14512,88,2306,0.03816131830008673
zip:14513,7487,508907,0.014711921824616286
zip:14514,357,10391,0.034356654797420845
zip:14519,3923,307994,0.012737261115476276
zip:14521,550,74059,0.007426511295048542
zip:14522,144,1988,0.07243460764587525
zip:14525,14,2356,0.005942275042444821
zip:14526,3456,141051,0.024501775953378564
zip:14527,1763,138219,0.012755120497182009
zip:14530,1873,188353,0.009944094333512076
zip:14532,301,4568,0.06589316987740805
zip:14533,735,18789,0.03911863324285486
zip:14534,3421,176161,0.019419735355725727
zip:14541,645,29173,0.02210948479758681
zip:14543,46,2712,0.01696165191740413
zip:14546,316,6757,0.046766316412609144
zip:14548,333,90839,0.0036658263521174824
zip:14550,272,38303,0.0071012714408793046
zip:14551,1091,82594,0.013209191950989177
zip:14555,191,8993,0.021238741243189148
zip:14559,2244,154974,0.01447984823260676
zip:14560,591,20564,0.02873954483563509
zip:14564,5337,201577,0.026476234887908838
zip:14568,312,16626,0.018765788523998555
zip:14569,3111,182706,0.01702735542346721
zip:14572,70,2468,0.028363047001620744
zip:14580,10373,409265,0.025345436330983594
zip:14586,1746,90711,0.019247941264014287
zip:14589,2130,138498,0.015379283455356756
zip:14590,36,2957,0.01217450118363206
zip:14591,54,4926,0.010962241169305725
zip:14604,141,8267,0.01705576388048869
zip:14605,585,23596,0.02479233768435328
zip:14606,10112,511980,0.019750771514512287
zip:14607,10230,348318,0.02936971388214218
zip:14608,9151,486709,0.01880178915943613
zip:14609,33971,1827411,0.018589687815165828
zip:14610,7095,326815,0.021709529856340743
zip:14611,8030,686531,0.011696485664886219
zip:14612,9166,483538,0.018956110998515113
zip:14613,611,50838,0.012018568787127738
zip:14614,278,26562,0.010466079361493864
zip:14615,3079,152344,0.02021083862836738
zip:14616,6502,440487,0.01476093505597214
zip:14617,10740,688342,0.015602709118432407
zip:14618,4465,300714,0.014847995104983473
zip:14619,7233,474582,0.015240780307723429
zip:14620,1875,153454,0.012218645326938365
zip:14621,34557,1817994,0.019008313558790624
zip:14622,74,19363,0.00382172184062387
zip:14623,8793,553930,0.015873846875959056
zip:14624,9203,435058,0.021153501372230828
zip:14625,338,11872,0.02847035040431267
zip:14626,10794,591776,0.01824000973341264
zip:14701,10797,903848,0.011945592621768262
zip:14702,2,841,0.0023781212841854932
zip:14711,17,3152,0.005393401015228426
zip:14715,1074,55470,0.01936181719848567
zip:14719,196,6177,0.031730613566456206
zip:14727,571,21129,0.02702446873964693
zip:14735,780,46954,0.016612003237210887
zip:14737,320,29182,0.010965663765334796
zip:14738,509,16347,0.031137211720805042
zip:14739,528,50391,0.010478061558611657
zip:14755,241,27062,0.008905476313650136
zip:14757,252,44473,0.00566635936410856
zip:14760,6101,574571,0.010618357000266285
zip:14775,70,6761,0.010353498003253957
zip:14777,147,15958,0.009211680661737059
zip:14779,2424,171183,0.014160284607700531
zip:14781,821,42425,0.01935179728933412
zip:14782,582,105038,0.005540851882175974
zip:14787,2050,103849,0.0197401997130449
zip:14801,2668,183261,0.014558471251384637
zip:14803,97,5725,0.016943231441048034
zip:14810,4182,676214,0.006184432738748385
zip:14812,6,827,0.007255139056831923
zip:14813,66,8170,0.008078335373317013
zip:14815,18,12479,0.0014424232710954403
zip:14817,129,14126,0.009132096842701401
zip:14819,2047,81239,0.025197257474858136
zip:14822,764,37244,0.020513371281280206
zip:14830,8771,568530,0.015427506024308304
zip:14831,978,212650,0.004599106513049612
zip:14836,406,58386,0.006953721782619121
zip:14837,440,14548,0.030244707176244157
zip:14839,344,38161,0.00901443882497838
zip:14840,185,15579,0.011874959881892291
zip:14843,4917,547614,0.0089789523277345
zip:14845,4944,516248,0.009576792549317382
zip:14847,81,12928,0.006265470297029703
zip:14850,9250,407086,0.02272247141881568
zip:14861,402,24225,0.016594427244582044
zip:14865,66,9763,0.006760217146368944
zip:14869,560,43343,0.012920194725791938
zip:14870,1149,15552,0.07388117283950617
zip:14873,1704,77340,0.022032583397982933
zip:14883,405,17423,0.023245135740113644
zip:14886,905,21258,0.04257220810988804
zip:14889,124,19532,0.006348556215441327
zip:14891,901,27400,0.03288321167883212
zip:14892,323,22813,0.014158593784245825
zip:14895,3358,281118,0.011945161818168883
zip:14897,259,19566,0.013237248287846264
zip:14901,4848,394882,0.012277085306496625
zip:14903,20,4528,0.00441696113074205
zip:14904,7273,640343,0.011357975335093848
zip:14905,1778,223461,0.007956645678664286
zip:15001,21463,1715730,0.012509544042477547
zip:15003,5517,295455,0.01867289434939331
zip:15005,503,33040,0.015223970944309927
zip:15009,3295,133592,0.024664650577878915
zip:15010,11384,1001540,0.011366495596780957
zip:15012,6968,519887,0.013402912555997746
zip:15017,1523,83281,0.018287484540291304
zip:15021,871,76806,0.011340259875530558
zip:15022,2256,304880,0.007399632642351089
zip:15024,608,30122,0.02018458269703207
zip:15025,2791,187440,0.014890098164746053
zip:15026,30,4331,0.0069268067420918955
zip:15027,108,23250,0.00464516129032258
zip:15037,697,46110,0.01511602689221427
zip:15042,835,80522,0.010369836814783538
zip:15044,5135,295586,0.01737227067587775
zip:15045,1149,65099,0.017650040707230526
zip:15055,474,29010,0.016339193381592555
zip:15057,1334,83952,0.01589003239946636
zip:15061,1771,94301,0.01878028865017338
zip:15062,1697,119096,0.01424900920266004
zip:15063,2529,125587,0.020137434607085128
zip:15065,377,27346,0.013786294156366561
zip:15066,2436,260063,0.009366961082506932
zip:15067,50,2736,0.01827485380116959
zip:15068,11686,687301,0.017002739702110137
zip:15071,639,52297,0.012218674111325697
zip:15074,3011,202764,0.014849776094375728
zip:15083,53,2422,0.021882741535920725
zip:15084,1349,34515,0.03908445603360858
zip:15085,22,534,0.04119850187265917
zip:15089,80,2615,0.030592734225621414
zip:15090,4120,257361,0.016008641557967215
zip:15101,1109,99459,0.011150323248775877
zip:15102,5615,281558,0.019942605076041172
zip:15104,3805,247433,0.015377900280075818
zip:15106,5275,283812,0.018586247234084533
zip:15108,10483,469509,0.022327580514963506
zip:15110,1100,118884,0.009252716934154302
zip:15112,346,44645,0.007750027998656065
zip:15116,1801,129181,0.013941678729844172
zip:15120,9621,603988,0.01592912441969046
zip:15122,8453,723233,0.01168779632566545
zip:15126,1099,53101,0.02069640873053238
zip:15129,858,36476,0.023522316043425813
zip:15131,1258,74301,0.016931131478714955
zip:15132,30071,2264372,0.01328006175663716
zip:15133,4127,281471,0.014662256502446078
zip:15136,21697,1741109,0.012461597751777746
zip:15137,8524,565926,0.015062039913345562
zip:15139,252,19370,0.013009808982963346
zip:15143,4326,155460,0.027827093786182942
zip:15144,1100,42284,0.026014568158168574
zip:15145,2132,118080,0.018055555555555554
zip:15146,14950,941587,0.01587744945501584
zip:15147,2371,197451,0.012008042501683962
zip:15201,1503,96227,0.015619316823760483
zip:15202,3317,262804,0.012621573492032084
zip:15203,5124,263668,0.019433530045360074
zip:15204,915,80461,0.011371969028473422
zip:15205,10322,406945,0.025364607010775413
zip:15206,9191,571802,0.01607374580711505
zip:15207,6460,390124,0.016558837702884213
zip:15208,2580,120112,0.021479952044758225
zip:15209,2318,101493,0.02283901352802656
zip:15210,18866,1347214,0.014003714331947264
zip:15211,1836,191736,0.009575666541494556
zip:15212,180039,12409110,0.014508615041691144
zip:15213,10615,708280,0.014987010786694527
zip:15214,162,7030,0.023044096728307255
zip:15215,3963,385668,0.010275677525747534
zip:15216,4667,298167,0.015652302233312203
zip:15217,13139,732239,0.017943594919145253
zip:15218,6696,527879,0.01268472509798647
zip:15219,735,50303,0.014611454585213606
zip:15220,1954,115809,0.016872609209992315
zip:15221,21523,1418976,0.015167980290011953
zip:15222,1847,167372,0.011035298616256005
zip:15223,31,2039,0.015203531142717018
zip:15224,745,114985,0.006479105970343958
zip:15226,3311,176034,0.018808866468977583
zip:15227,8547,515259,0.01658777430379673
zip:15228,3053,162165,0.018826503869515617
zip:15229,1245,102431,0.01215452353291484
zip:15232,3666,229499,0.015973925812312908
zip:15234,1713,52798,0.03244441077313535
zip:15235,26518,1718657,0.015429489421100312
zip:15236,6552,443748,0.014765136969631413
zip:15237,10040,518052,0.019380293870113426
zip:15238,1791,115423,0.015516838065203643
zip:15239,8093,419596,0.019287600453769815
zip:15241,3011,138407,0.021754680037859356
zip:15275,1547,29095,0.0531706478776422
zip:15301,14603,706201,0.020678248827175266
zip:15312,1259,49632,0.025366698903932946
zip:15314,113,6001,0.018830194967505414
zip:15317,9896,501423,0.019735831822632787
zip:15320,7287,707588,0.010298365715642436
zip:15322,883,93555,0.009438298327187216
zip:15323,102,10947,0.009317621266100301
zip:15325,293,42026,0.006971874553847618
zip:15330,43,31263,0.0013754278220260371
zip:15331,693,29460,0.023523421588594703
zip:15332,631,25814,0.02444410010072054
zip:15333,71,2453,0.028944150020383204
zip:15340,29,866,0.03348729792147806
zip:15342,595,86694,0.006863220061365262
zip:15351,38,10777,0.0035260276514800038
zip:15357,1492,96678,0.015432673410703573
zip:15360,308,48221,0.006387258663238009
zip:15370,3735,210784,0.017719561257021406
zip:15401,12741,1249765,0.010194716606722064
zip:15413,124,20012,0.006196282230661603
zip:15417,4930,475875,0.010359863409508799
zip:15419,684,49188,0.013905830690412296
zip:15420,587,23321,0.02517044723639638
zip:15423,1274,200169,0.006364621894499148
zip:15425,6493,605315,0.010726646456803483
zip:15436,1373,104304,0.01316344531369842
zip:15437,876,99167,0.008833583752659654
zip:15438,499,8262,0.06039699830549504
zip:15442,69,9659,0.0071435966456154885
zip:15458,1647,117418,0.014026810199458345
zip:15461,2445,213570,0.011448237111953925
zip:15468,190,6706,0.02833283626603042
zip:15469,144,4741,0.03037333895802573
zip:15473,578,57641,0.010027584531843653
zip:15474,256,16673,0.015354165417141486
zip:15475,148,7230,0.020470262793914246
zip:15477,768,144561,0.005312636188183535
zip:15478,2462,225975,0.01089501051001217
zip:15479,351,17278,0.0203148512559324
zip:15490,74,757,0.0977542932628798
zip:15501,5191,503822,0.010303242018014299
zip:15521,30,565,0.05309734513274336
zip:15522,3729,304163,0.01225987381765698
zip:15530,490,62182,0.00788009391785404
zip:15531,492,15637,0.031463835774125475
zip:15533,179,6898,0.025949550594375183
zip:15535,1114,45178,0.024658019389968568
zip:15537,700,86740,0.008070094535393129
zip:15541,216,6016,0.03590425531914894
zip:15545,123,8016,0.015344311377245509
zip:15554,245,36654,0.006684127243957004
zip:15558,388,51653,0.007511664375738098
zip:15559,197,17547,0.011226990368723998
zip:15601,28152,1791992,0.015709891562015903
zip:15610,3794,208473,0.018198999390808403
zip:15613,7356,922202,0.007976560449879745
zip:15618,16,1168,0.0136986301369863
zip:15622,1513,62102,0.024363144504202763
zip:15627,451,37415,0.012053989041828144
zip:15628,104,10660,0.00975609756097561
zip:15637,153,69811,0.002191631691280744
zip:15642,9949,1170890,0.008496955307501131
zip:15644,1267,118637,0.010679636201185127
zip:15650,4663,457043,0.01020254111757537
zip:15656,1847,166633,0.011084239016281288
zip:15658,1693,210021,0.008061098652039559
zip:15665,84,10898,0.007707836300238576
zip:15666,122,2150,0.05674418604651163
zip:15668,2130,153971,0.013833773892486247
zip:15670,2,701,0.0028530670470756064
zip:15672,110,11481,0.00958104694713004
zip:15679,806,75516,0.010673234811165846
zip:15683,4052,205094,0.019756794445473784
zip:15686,156,20062,0.00777589472634832
zip:15687,668,123228,0.005420845911643457
zip:15690,524,39052,0.013418006760217146
zip:15698,152,11768,0.01291638341264446
zip:15701,7724,429450,0.017985795785306787
zip:15714,2855,289093,0.009875714735396567
zip:15717,6903,417606,0.016529934914728237
zip:15725,18,3708,0.0048543689320388345
zip:15728,261,10431,0.025021570319240724
zip:15748,3003,201811,0.014880259252468895
zip:15767,3326,190025,0.017502960136824102
zip:15772,150,4364,0.034372135655362054
zip:15774,66,4499,0.014669926650366748
zip:15801,5370,419782,0.012792354126665746
zip:15824,820,59429,0.013797977418432078
zip:15825,2826,124274,0.02274007435183546
zip:15840,560,55737,0.010047185890880385
zip:15851,1393,61505,0.022648565157304283
zip:15853,2344,302732,0.00774282203401028
zip:15857,6649,637515,0.010429558520191682
zip:15902,1775,135770,0.013073580319658246
zip:15904,5905,380034,0.015538083434640058
zip:15905,18915,1496309,0.01264110554704944
zip:15906,1068,64962,0.01644038053015609
zip:15921,331,43598,0.007592091380338548
zip:15924,227,32227,0.007043783163186148
zip:15926,1008,19885,0.05069147598692482
zip:15931,512,51225,0.009995119570522206
zip:15936,226,22145,0.010205463987356063
zip:15938,2696,220719,0.012214625836470807
zip:15940,73,5088,0.01434748427672956
zip:15943,2250,134306,0.01675278840855956
zip:15944,207,11041,0.018748301784258674
zip:15946,2470,345043,0.007158528067516223
zip:15954,300,17294,0.017347056782699204
zip:15955,217,10734,0.020216135643748835
zip:15956,1292,114388,0.011294891072490121
zip:15958,191,13902,0.013739030355344555
zip:15960,704,97587,0.007214075645321611
zip:15963,6096,485103,0.012566403423602823
zip:16001,21987,1425324,0.015425966306608183
zip:16002,2720,288379,0.00943203215213313
zip:16025,1976,165257,0.01195713343458976
zip:16028,41,4722,0.00868276154171961
zip:16033,51,4367,0.011678497824593542
zip:16037,297,8462,0.03509808555896951
zip:16038,49,6056,0.00809114927344782
zip:16046,2539,158550,0.016013875748975087
zip:16051,827,69241,0.011943790528732977
zip:16055,1053,49044,0.0214705162711035
zip:16056,1392,95608,0.014559451091958832
zip:16057,4677,536024,0.008725355581093384
zip:16059,972,65940,0.014740673339399454
zip:16061,1,5109,0.00019573302016050108
zip:16063,1189,97277,0.01222282759542338
zip:16066,6618,371242,0.017826646769492676
zip:16101,19091,1192604,0.01600782824810247
zip:16102,1239,80640,0.015364583333333333
zip:16105,2621,223464,0.011728958579457988
zip:16115,4,780,0.005128205128205128
zip:16116,577,24669,0.02338967935465564
zip:16117,6253,556694,0.011232382601572857
zip:16121,73,911,0.0801317233809001
zip:16125,3322,289837,0.011461614631672284
zip:16127,1331,96793,0.013750994390090192
zip:16130,25,3532,0.007078142695356738
zip:16131,160,6822,0.023453532688361183
zip:16137,323,32326,0.009991956938687124
zip:16145,1116,75705,0.014741430552803646
zip:16146,9247,599068,0.015435643366028564
zip:16148,15122,1259762,0.01200385469636328
zip:16150,1205,70646,0.017056875123856976
zip:16156,126,8430,0.01494661921708185
zip:16159,803,82868,0.009690109571849206
zip:16201,7217,499883,0.01443737834653309
zip:16214,2709,198781,0.013628063044254733
zip:16222,3510,183008,0.019179489421227488
zip:16226,3786,309083,0.01224913696321053
zip:16229,72,3419,0.02105878911962562
zip:16232,2327,144921,0.016057024171790148
zip:16233,34,2720,0.0125
zip:16240,741,88269,0.008394793189001801
zip:16242,239,36955,0.006467325125152212
zip:16248,641,202480,0.0031657447649150535
zip:16254,343,72545,0.004728099800124061
zip:16301,8509,503028,0.0169155593724405
zip:16313,268,48479,0.005528166835124487
zip:16316,395,40200,0.009825870646766169
zip:16323,8091,594840,0.013601977002219084
zip:16335,16318,1501022,0.01087125971504748
zip:16341,58,5590,0.01037567084078712
zip:16345,394,35392,0.01113245931283906
zip:16346,222,1937,0.11461022199277233
zip:16347,593,97788,0.006064138749130772
zip:16350,304,32804,0.009267162541153518
zip:16354,7172,386024,0.018579155700163722
zip:16362,880,35678,0.024665059700655866
zip:16364,188,34126,0.005508996073375139
zip:16365,3195,368536,0.0086694379924892
zip:16371,365,60027,0.006080597064654239
zip:16407,1267,134312,0.009433259872535588
zip:16412,1452,128013,0.011342598017388858
zip:16415,4596,363760,0.012634704200571806
zip:16417,3840,380788,0.010084351397628076
zip:16423,249,16205,0.015365627892625734
zip:16424,90,14010,0.006423982869379015
zip:16428,1631,111701,0.014601480738757933
zip:16434,200,13087,0.015282341254680218
zip:16441,893,34909,0.02558079578332235
zip:16442,821,42369,0.019377374967547028
zip:16502,513,42319,0.012122214608095655
zip:16503,7049,409784,0.017201745309724147
zip:16504,5010,396508,0.012635306223329668
zip:16505,44,3480,0.01264367816091954
zip:16506,15616,834811,0.01870603046677631
zip:16507,57,15633,0.0036461331798119364
zip:16508,2641,174389,0.015144303826502819
zip:16509,16199,1137631,0.014239239261236727
zip:16510,3057,156689,0.019509984746855235
zip:16601,19172,1176141,0.016300766659779736
zip:16602,13945,1047994,0.013306373891453577
zip:16611,73,24591,0.002968565735431662
zip:16613,99,407,0.24324324324324326
zip:16625,326,43502,0.007493908326053974
zip:16627,516,29179,0.017683950786524554
zip:16635,3101,203775,0.015217764691448902
zip:16637,86,12404,0.006933247339567882
zip:16641,517,115997,0.004457011819271188
zip:16646,66,9199,0.007174692901402326
zip:16648,2587,473391,0.005464827172464199
zip:16650,148,6617,0.0223666314039595
zip:16651,110,6405,0.01717408274785324
zip:16652,2538,360421,0.0070417650469867185
zip:16655,15,476,0.031512605042016806
zip:16656,303,24434,0.012400753049030041
zip:16662,578,34621,0.016695069466508766
zip:16664,63,2090,0.03014354066985646
zip:16673,413,26600,0.015526315789473685
zip:16674,42,2655,0.015819209039548022
zip:16678,432,20745,0.020824295010845987
zip:16679,1080,46144,0.02340499306518724
zip:16686,1742,140317,0.01241474660946286
zip:16695,66,4936,0.013371150729335495
zip:16701,7575,505833,0.014975298171530921
zip:16720,125,11322,0.011040452216922805
zip:16729,2,849,0.002355712603062426
zip:16735,1748,181607,0.009625179646159015
zip:16743,1638,42363,0.038665816868493734
zip:16748,559,38117,0.014665372406013065
zip:16801,5226,236136,0.02213131415794288
zip:16802,29,6062,0.004783899703068294
zip:16803,1976,97135,0.020342821845884592
zip:16820,200,45199,0.004424876656563198
zip:16822,31,3610,0.008587257617728532
zip:16823,1448,78106,0.018538908662586742
zip:16827,156,8232,0.018950437317784258
zip:16830,3894,174298,0.02234104809005267
zip:16836,13,4745,0.0027397260273972603
zip:16839,32,3377,0.009475866153390583
zip:16841,338,15840,0.021338383838383837
zip:16844,1380,100845,0.013684367098021717
zip:16854,125,6481,0.019287147045209074
zip:16858,1752,62177,0.028177621950238835
zip:16866,2228,207098,0.010758191773942771
zip:16872,21,32880,0.0006386861313868613
zip:16875,243,24864,0.009773166023166023
zip:16877,326,32585,0.010004603345097438
zip:16901,2863,416514,0.006873718530469564
zip:16914,434,42093,0.010310502933979521
zip:16915,1424,106488,0.013372398767936293
zip:16923,415,16973,0.024450598008601897
zip:16925,780,59742,0.013056141408054635
zip:16933,1786,173801,0.01027612039056162
zip:16936,174,8961,0.019417475728155338
zip:16937,412,11626,0.03543781180113539
zip:16942,183,20171,0.009072430717366516
zip:16943,1,901,0.0011098779134295228
zip:16947,204,22158,0.009206607094503114
zip:16948,125,10373,0.012050515762074616
zip:16950,1032,86637,0.011911769798123204
zip:17003,17,3501,0.00485575549842902
zip:17004,145,8812,0.016454834316840673
zip:17006,255,6749,0.037783375314861464
zip:17007,1428,52859,0.027015267031158363
zip:17011,15802,641534,0.024631586166906198
zip:17013,9119,656029,0.013900300139170678
zip:17015,6125,394577,0.015522952427536324
zip:17016,49,7686,0.006375227686703097
zip:17018,969,39006,0.024842331948930933
zip:17019,4002,235510,0.016992909005987007
zip:17020,1737,136752,0.012701825201825202
zip:17022,5975,257791,0.023177690454670646
zip:17023,510,24901,0.020481105176498936
zip:17024,1578,60860,0.025928360170883995
zip:17025,2035,122902,0.016557907926640737
zip:17028,504,31454,0.01602339924969797
zip:17032,1945,147734,0.013165554307065402
zip:17033,2458,143784,0.01709508707505703
zip:17034,98,6590,0.014871016691957511
zip:17036,7909,378705,0.020884329491292694
zip:17040,769,34312,0.022411984145488457
zip:17042,20655,1292947,0.015975132778064376
zip:17044,4625,469332,0.009854431404634672
zip:17045,298,33338,0.008938748575199471
zip:17046,5584,381778,0.014626301148835187
zip:17047,102,1927,0.052932018681888945
zip:17048,1243,39328,0.0316059804719284
zip:17049,863,53841,0.01602867703051578
zip:17050,5991,360188,0.016632980554599264
zip:17051,57,1370,0.041605839416058395
zip:17055,10139,581924,0.01742323739869811
zip:17057,3341,218380,0.015299020056781756
zip:17058,1074,37355,0.028751171195288448
zip:17059,1015,84496,0.012012402953985988
zip:17061,138,25606,0.0053893618683121145
zip:17062,58,1885,0.03076923076923077
zip:17063,12,1108,0.010830324909747292
zip:17065,1263,44776,0.02820707521886725
zip:17066,2002,235146,0.008513859474539223
zip:17067,1362,94614,0.014395332614623628
zip:17068,1014,59070,0.017166074149314373
zip:17069,333,5024,0.06628184713375797
zip:17070,2482,139533,0.017787906803408512
zip:17073,1107,78617,0.01408092397318646
zip:17074,912,38447,0.023720966525346582
zip:17078,6671,413304,0.016140661595339025
zip:17082,353,17160,0.02057109557109557
zip:17084,2042,49065,0.04161826148986039
zip:17090,366,27669,0.013227800065054755
zip:17098,80,19677,0.004065660415713777
zip:17101,639,53541,0.011934778954446125
zip:17102,1761,85640,0.02056282111163008
zip:17103,6768,343782,0.019686894601811614
zip:17104,25539,1676571,0.015232877104518688
zip:17109,564,114831,0.004911565692191133
zip:17110,24656,1289386,0.0191222799068704
zip:17111,15001,1040453,0.014417758418688783
zip:17112,20400,1024340,0.019915262510494563
zip:17113,1456,155598,0.009357446753814317
zip:17128,28989,1922566,0.015078285999024221
zip:17201,10216,852939,0.011977409873390712
zip:17202,11916,987651,0.012064990568530786
zip:17210,531,61690,0.008607553898524882
zip:17211,609,139033,0.004380255047362856
zip:17213,425,12634,0.033639385784391324
zip:17219,100,35836,0.002790490010045764
zip:17220,8,455,0.017582417582417582
zip:17221,40,24143,0.0016567949302075135
zip:17222,723,38000,0.019026315789473683
zip:17224,49,3005,0.016306156405990018
zip:17225,3632,250562,0.014495414308634191
zip:17233,905,56461,0.0160287632170879
zip:17236,3913,287721,0.013599980536700484
zip:17241,5415,427497,0.012666755556179342
zip:17243,79,11311,0.006984351516223146
zip:17244,458,24897,0.01839579065750894
zip:17250,76,5456,0.013929618768328446
zip:17252,324,37013,0.00875368113905925
zip:17257,3857,243767,0.015822486226601633
zip:17260,902,102548,0.00879588095330967
zip:17262,217,20414,0.010629959831488194
zip:17264,930,46145,0.020153862823707878
zip:17267,777,49042,0.015843562660576647
zip:17268,10542,756978,0.01392642850915086
zip:17271,620,68635,0.009033292052159976
zip:17301,228,22587,0.010094302032142382
zip:17304,358,68337,0.005238743286945578
zip:17307,1657,104932,0.015791179049289065
zip:17313,1459,126059,0.01157394553344069
zip:17314,965,70661,0.013656755494544374
zip:17315,111,2278,0.048726953467954345
zip:17316,6232,203936,0.030558606621685233
zip:17319,8028,245005,0.03276667823105651
zip:17320,158,5782,0.027326184711172603
zip:17321,772,94665,0.008155073152696351
zip:17324,706,19104,0.036955611390284755
zip:17325,11742,693858,0.016922770941604767
zip:17331,20512,1068399,0.019198819916529313
zip:17333,419,31945,0.013116293629676005
zip:17339,218,10819,0.02014973657454478
zip:17340,2736,117051,0.0233744265320245
zip:17344,130,4723,0.027524878255346177
zip:17345,2719,135197,0.02011139300428264
zip:17347,8183,395829,0.020673068420959555
zip:17349,2413,375198,0.006431270955602109
zip:17350,628,52321,0.012002828692112154
zip:17353,590,50625,0.01165432098765432
zip:17356,8059,495095,0.016277684080832973
zip:17361,869,51147,0.01699024380706591
zip:17362,2981,214504,0.013897176742624846
zip:17363,2480,284351,0.008721615186864122
zip:17366,395,54235,0.007283119756614732
zip:17368,2128,139855,0.015215759179149834
zip:17370,628,13443,0.04671576285055419
zip:17372,1066,97086,0.010979955915373998
zip:17401,6099,329461,0.01851205453756287
zip:17402,10410,619865,0.01679397933420987
zip:17403,27343,1405446,0.019455034202665915
zip:17404,24066,1535783,0.015670182571365876
zip:17406,6087,295581,0.020593339896678067
zip:17408,9476,577337,0.016413290677715096
zip:17502,15,1064,0.014097744360902255
zip:17509,518,45632,0.011351683029453016
zip:17512,6613,310608,0.021290501210529028
zip:17517,1005,83816,0.01199055073017085
zip:17519,638,33803,0.01887406443215099
zip:17522,9250,612431,0.015103742299132474
zip:17535,19,5544,0.003427128427128427
zip:17536,61,6848,0.008907710280373831
zip:17540,1776,74305,0.023901487113922346
zip:17543,14002,663039,0.02111791312426569
zip:17545,1379,92994,0.01482891369335656
zip:17547,2408,263134,0.009151230931768605
zip:17551,88,5225,0.016842105263157894
zip:17552,10782,261743,0.04119307870697593
zip:17554,1093,29609,0.036914451686987065
zip:17555,135,10078,0.013395514983131573
zip:17557,3606,356428,0.010117050287856174
zip:17560,210,10064,0.0208664546899841
zip:17562,78,3645,0.02139917695473251
zip:17563,201,17601,0.01141980569285836
zip:17566,2564,200201,0.012807128835520301
zip:17569,27,1618,0.01668726823238566
zip:17579,1553,102185,0.015197925331506582
zip:17584,5,2888,0.0017313019390581717
zip:17601,8873,694330,0.012779226016447511
zip:17602,15221,991940,0.015344678105530576
zip:17603,26148,1883315,0.013884028959573943
zip:17611,10,9713,0.0010295480284155255
zip:17701,14398,1065203,0.013516672408921116
zip:17702,209,31733,0.0065862036365928215
zip:17724,3536,221928,0.015933095418333876
zip:17728,1209,73599,0.01642685362572861
zip:17737,971,126946,0.007648921588707009
zip:17740,4125,244378,0.016879588178968646
zip:17745,5394,725443,0.007435456679573723
zip:17747,260,17448,0.014901421366345712
zip:17751,762,102828,0.007410432956004201
zip:17754,672,83001,0.008096287996530163
zip:17756,1672,142953,0.011696151882087119
zip:17771,160,14014,0.01141715427429713
zip:17772,129,77221,0.001670530037166056
zip:17777,1145,71237,0.016073108075859457
zip:17801,2157,146030,0.014770937478600287
zip:17812,86,6672,0.01288968824940048
zip:17814,31,601,0.051580698835274545
zip:17815,5817,505202,0.011514206198708635
zip:17821,5200,210793,0.024668750859848286
zip:17823,761,95442,0.007973428888749188
zip:17824,75,6914,0.010847555684119178
zip:17834,1620,134727,0.01202431583869603
zip:17837,3077,259819,0.011842859837040401
zip:17841,135,13952,0.009676032110091742
zip:17842,1273,91651,0.013889646594145181
zip:17844,5460,380987,0.014331197652413337
zip:17847,1954,84750,0.02305604719764012
zip:17851,3108,242925,0.012794072244519913
zip:17853,517,35681,0.014489504217931111
zip:17856,380,36685,0.010358457135068829
zip:17857,996,50449,0.019742710460068584
zip:17866,1585,146536,0.010816454659605831
zip:17870,2936,186982,0.015702046186263918
zip:17872,4666,300834,0.015510214935811777
zip:17878,224,20477,0.010939102407579235
zip:17901,11363,706451,0.016084625826844324
zip:17921,774,81219,0.009529789827503417
zip:17922,35,3024,0.011574074074074073
zip:17923,1294,85101,0.0152054617454554
zip:17931,477,27953,0.0170643580295496
zip:17935,61,942,0.06475583864118896
zip:17948,106,18441,0.005748061384957432
zip:17954,360,34633,0.010394710247451852
zip:17959,50,5094,0.009815469179426776
zip:17960,186,21062,0.008831070173772671
zip:17963,625,27594,0.022649851416974703
zip:17972,1518,208836,0.00726886169051313
zip:17976,305,27457,0.011108278398951087
zip:17980,700,57006,0.01227940918499807
zip:17981,553,214920,0.0025730504373720456
zip:17983,468,10374,0.045112781954887216
zip:18013,4471,319216,0.01400619016590647
zip:18014,2097,87832,0.023875125239092812
zip:18015,10541,595138,0.017711858426112934
zip:18017,13220,783349,0.016876258219516462
zip:18018,11902,817037,0.01456727173922356
zip:18020,16897,819349,0.02062246979004063
zip:18021,67,4866,0.013769009453349773
zip:18031,1636,76436,0.021403527133811294
zip:18032,3664,248743,0.01473006275553483
zip:18034,258,19369,0.013320254014146316
zip:18036,1941,118406,0.01639275036738003
zip:18037,2518,191025,0.0131815207433582
zip:18038,81,5182,0.01563103049015824
zip:18040,1543,155821,0.009902387996483145
zip:18041,611,19257,0.03172872202316041
zip:18042,23163,1354012,0.01710693849094395
zip:18045,13059,724949,0.01801368096238494
zip:18049,4310,163907,0.026295399220289555
zip:18051,92,6830,0.013469985358711566
zip:18052,5698,290919,0.019586207844795287
zip:18053,100,3560,0.028089887640449437
zip:18055,3351,87452,0.03831816310661849
