field_combination,summary_value,request_count,fill_rate
zip:33071,2339,130029,0.017988294918825802
zip:33073,12568,407107,0.03087149078743426
zip:33075,10548,478874,0.022026670898816807
zip:33076,6503,235211,0.027647516485198396
zip:33082,8,2437,0.003282724661469019
zip:33101,31,967,0.03205791106514995
zip:33122,54,1832,0.02947598253275109
zip:33125,6289,305454,0.02058902486135392
zip:33126,2620,109814,0.023858524414009142
zip:33127,3718,130097,0.028578675911050986
zip:33128,272,11006,0.02471379247683082
zip:33129,27,5652,0.004777070063694267
zip:33130,2775,79973,0.034699210983707
zip:33131,2453,278096,0.008820695011794489
zip:33132,8461,549779,0.015389820273237065
zip:33133,4086,188035,0.02172999707501263
zip:33134,3527,210456,0.016758847455049988
zip:33135,2830,93342,0.03031861327162478
zip:33136,1157,81966,0.014115608911011882
zip:33137,1661,72116,0.02303233679072605
zip:33138,3261,187752,0.017368656525629553
zip:33139,1774,179112,0.009904417347804725
zip:33140,464,20800,0.022307692307692306
zip:33141,1835,208630,0.008795475243253607
zip:33142,21991,1014104,0.021685152607622098
zip:33143,1050,36646,0.028652513234732304
zip:33144,181,7268,0.024903687396807924
zip:33145,3760,187838,0.020017248905972167
zip:33146,49,1501,0.03264490339773484
zip:33147,17018,720385,0.023623479111863795
zip:33149,57,5554,0.01026287360460929
zip:33150,3411,367967,0.009269853003122563
zip:33154,414,14974,0.027647923066648858
zip:33155,507,37533,0.013508112860682599
zip:33156,1468,60018,0.024459328868006266
zip:33157,12707,689227,0.018436596360850634
zip:33158,1402,35552,0.03943519351935194
zip:33160,1139,90316,0.012611275964391691
zip:33161,14432,652038,0.02213367932543809
zip:33162,21273,1086852,0.019573042143732542
zip:33163,600,9819,0.061106018942865874
zip:33165,1918,94059,0.02039145642628563
zip:33166,950,53323,0.017815951840669128
zip:33167,3515,174547,0.020137842529519268
zip:33168,1589,67720,0.02346426461901949
zip:33169,171887,7258553,0.023680615130866993
zip:33170,749,109858,0.006817892188097362
zip:33172,5729,268982,0.021298822969566738
zip:33173,684,29311,0.023335948961140867
zip:33174,1923,66841,0.028769767059140347
zip:33175,4758,155858,0.030527788114822468
zip:33176,2277,95479,0.023848176038710082
zip:33177,9156,428658,0.0213596853435606
zip:33178,6002,254266,0.023605200852650374
zip:33179,14104,624782,0.02257427390673867
zip:33180,2582,108769,0.023738381340271585
zip:33181,658,24835,0.02649486611636803
zip:33182,11,5454,0.002016868353502017
zip:33183,661,13648,0.04843200468933177
zip:33184,226,9676,0.023356758991318727
zip:33185,1844,51595,0.03573989727686791
zip:33186,6957,400733,0.017360686541911946
zip:33187,36,14775,0.002436548223350254
zip:33189,196,5526,0.03546869344914948
zip:33190,1750,117036,0.014952664137530332
zip:33193,4157,221813,0.01874101157281133
zip:33196,3504,206886,0.016936863780052783
zip:33197,48782,2633783,0.01852164737945381
zip:33301,4284,161066,0.02659779220940484
zip:33304,4379,145777,0.030039032220446297
zip:33305,1310,34547,0.03791935623932614
zip:33308,3568,169928,0.02099712819547102
zip:33309,11568,465597,0.024845520911861544
zip:33310,430,18220,0.023600439077936335
zip:33311,33444,1429261,0.023399505058908063
zip:33312,7227,328659,0.021989356749701056
zip:33313,36945,1603608,0.023038672792852117
zip:33314,10783,486401,0.022168951132912968
zip:33315,740,39308,0.01882568433906584
zip:33316,2412,75514,0.03194109701512302
zip:33317,18090,832916,0.021718876813508203
zip:33319,5873,264796,0.02217933805646611
zip:33321,17632,797793,0.022100971053894934
zip:33322,6401,238812,0.026803510711354537
zip:33323,2234,120465,0.018544805545179097
zip:33324,11627,503342,0.02309960225850416
zip:33325,3240,177893,0.018213195572619495
zip:33326,2747,88231,0.03113418186351736
zip:33327,1893,96098,0.01969864097067577
zip:33328,1879,128994,0.014566568987704854
zip:33330,1647,90861,0.01812658896556278
zip:33331,548,21470,0.02552398695854681
zip:33334,2758,97154,0.02838792020915248
zip:33349,245,15415,0.015893610120012974
zip:33351,8180,461100,0.017740186510518327
zip:33388,126,7976,0.01579739217652959
zip:33401,10426,396045,0.026325291317905793
zip:33403,1171,80269,0.01458844634915098
zip:33404,19090,994221,0.019200962361487033
zip:33405,7427,216117,0.03436564453513606
zip:33406,2501,113568,0.022022048464356157
zip:33407,10470,380681,0.027503342693751463
zip:33408,40,15228,0.002626740215392698
zip:33409,9829,591041,0.016629979984468083
zip:33410,6432,197349,0.03259200705349406
zip:33411,12068,385852,0.03127624063112281
zip:33412,640,32120,0.019925280199252802
zip:33413,1233,83705,0.014730302849292156
zip:33414,12542,697637,0.017977830877662738
zip:33415,11248,723065,0.015556001189381314
zip:33417,2772,214029,0.01295151591606745
zip:33418,8747,383786,0.022791347261234125
zip:33426,4284,205635,0.020833029396746663
zip:33428,2813,113648,0.02475186540898212
zip:33430,12769,936815,0.013630225818331261
zip:33431,78,5893,0.013236042762599695
zip:33432,855,61714,0.013854230806624105
zip:33433,1588,92794,0.017113175420824623
zip:33434,334,22939,0.014560355726056061
zip:33435,5374,211553,0.025402617783723228
zip:33436,8134,354714,0.02293115016604927
zip:33437,417,40564,0.010280051276994379
zip:33440,1592,183639,0.008669182472132825
zip:33441,1437,60779,0.02364303460076671
zip:33442,3635,148662,0.024451440179736585
zip:33444,4482,270788,0.016551693575786224
zip:33445,6570,350498,0.01874475745938636
zip:33446,825,56067,0.014714537963507945
zip:33449,3,853,0.0035169988276670576
zip:33458,2621,172070,0.01523217295286802
zip:33460,4802,289300,0.016598686484618045
zip:33461,6131,341934,0.017930360829867754
zip:33462,2175,141784,0.015340235851718106
zip:33463,8746,453354,0.0192917675811838
zip:33466,83,8441,0.00983295818031039
zip:33467,4313,205782,0.020959073193962542
zip:33469,573,18582,0.03083629318695512
zip:33470,2695,117115,0.023011569824531442
zip:33472,55,6722,0.00818208866408807
zip:33473,292,14218,0.020537347024898015
zip:33475,1,2549,0.00039231071008238524
zip:33476,2004,228382,0.008774772092371553
zip:33478,421,71044,0.005925905072912561
zip:33483,89,10827,0.008220190265078045
zip:33484,892,31597,0.028230528214703926
zip:33486,1679,125059,0.013425663087022924
zip:33487,1183,32014,0.03695258324483039
zip:33496,60,8402,0.007141156867412521
zip:33498,105,16299,0.006442113013068286
zip:33510,6387,255815,0.0249672614975666
zip:33511,37157,1413218,0.026292475753917653
zip:33513,1456,53635,0.027146452875920574
zip:33523,51,5366,0.009504286246738726
zip:33525,8931,733969,0.012168088842989281
zip:33527,2871,96694,0.02969160444288167
zip:33534,2074,29798,0.06960198671051748
zip:33538,33,2447,0.013485901103391908
zip:33541,9502,443639,0.0214183153419785
zip:33542,4386,152624,0.02873728902400671
zip:33543,15349,732773,0.020946459544770344
zip:33544,9191,423987,0.021677551434360016
zip:33545,3104,148297,0.020930969608286075
zip:33547,3687,103504,0.03562181171742155
zip:33548,58,3275,0.017709923664122138
zip:33549,1361,52098,0.026123843525663173
zip:33556,2720,101608,0.026769545705062594
zip:33558,3605,200409,0.01798821410216108
zip:33559,243,19725,0.012319391634980989
zip:33563,12811,763199,0.016785923461639755
zip:33565,1202,56035,0.02145087891496386
zip:33566,6294,290389,0.021674374718050615
zip:33567,1070,27985,0.03823476862604967
zip:33569,7658,343835,0.022272310846772433
zip:33570,11041,497250,0.02220412267471091
zip:33572,3472,158394,0.021920022223064006
zip:33573,4344,158730,0.027367227367227367
zip:33576,261,14706,0.017747858017135864
zip:33578,67228,3309431,0.02031406607359392
zip:33579,27572,950448,0.02900947763580964
zip:33584,7516,387083,0.019417024255779767
zip:33592,465,23178,0.0200621278798861
zip:33594,11932,463561,0.025739870265186243
zip:33596,10228,451106,0.02267316329199789
zip:33598,1846,82576,0.022355163727959697
zip:33602,17345,673110,0.025768447950557858
zip:33603,43,4289,0.010025647003963628
zip:33604,17751,735078,0.024148457714691502
zip:33605,6367,394424,0.016142526823925522
zip:33606,3840,137684,0.0278899509020656
zip:33607,8700,435835,0.0199616827469111
zip:33609,4006,235027,0.017044850166151124
zip:33610,21749,894069,0.024325862992677298
zip:33611,7452,391910,0.019014569671608278
zip:33612,11954,551903,0.021659603227378723
zip:33613,3025,106913,0.028294033466463385
zip:33614,6935,371938,0.018645580715065415
zip:33615,10751,386406,0.02782306692960254
zip:33616,502,24556,0.02044306890373025
zip:33617,29361,1387239,0.02116506240092731
zip:33618,5248,291660,0.017993554138380306
zip:33619,61937,2728510,0.022699935129429614
zip:33623,339,33645,0.01007579135086937
zip:33624,12666,230383,0.05497801487088891
zip:33625,1319,59162,0.02229471620296812
zip:33626,3169,156320,0.020272517911975436
zip:33629,1289,41031,0.03141527138017596
zip:33634,490,10358,0.04730642981270516
zip:33635,1013,35211,0.028769418647581722
zip:33637,5143,167501,0.03070429430272058
zip:33647,17867,672570,0.02656526458212528
zip:33655,1836,116992,0.015693380743982493
zip:33701,1472,67021,0.021963265245221648
zip:33702,8051,438451,0.018362371165763107
zip:33703,6566,286270,0.02293638872393195
zip:33704,2826,179670,0.015728836199699447
zip:33705,9420,383899,0.024537703927335053
zip:33707,1565,119887,0.013053959144861411
zip:33708,94,9784,0.009607522485690924
zip:33709,4609,253877,0.01815446062463319
zip:33710,7260,359883,0.02017322296413001
zip:33711,1610,59966,0.02684854751025581
zip:33712,7323,374278,0.0195656704374823
zip:33713,10882,661927,0.016439879322040045
zip:33714,2323,71339,0.03256283379357715
zip:33715,205,15971,0.012835764823743035
zip:33716,6582,203056,0.03241470333307068
zip:33755,6125,244927,0.02500745119974523
zip:33756,7719,424916,0.018165943386457557
zip:33759,1499,34928,0.042916857535501604
zip:33760,2010,70245,0.028614136237454624
zip:33761,4421,313168,0.014117023450671845
zip:33762,348,16622,0.02093610877150764
zip:33763,2938,181210,0.016213233265272336
zip:33764,9297,451967,0.020570085869101064
zip:33765,1481,74751,0.019812443980682534
zip:33770,3534,156220,0.022621943413135323
zip:33771,8787,463362,0.018963574915508825
zip:33772,7595,403784,0.018809561547758206
zip:33773,3502,414340,0.008451995945358884
zip:33776,595,30767,0.019338902070400104
zip:33777,1305,65449,0.019939189292426163
zip:33778,1117,40157,0.02781582289513659
zip:33781,9732,497968,0.01954342447707483
zip:33782,4544,253958,0.017892722418667652
zip:33801,16051,753234,0.02130944699787848
zip:33803,12404,622689,0.01992005640054666
zip:33805,3876,124926,0.0310263676096249
zip:33806,26,2991,0.008692744901370779
zip:33809,2139,143971,0.014857158733356022
zip:33810,40586,2031920,0.019974211583133193
zip:33811,4919,277469,0.017728106563255713
zip:33812,26,5342,0.004867090977162112
zip:33813,17847,816654,0.02185380834478249
zip:33815,1808,69189,0.026131321452832097
zip:33823,16029,930404,0.017227999879622185
zip:33825,755,28112,0.02685685828116107
zip:33830,9389,439372,0.021369135948581156
zip:33837,33361,1489159,0.02240257756223479
zip:33838,1498,56167,0.026670464863710008
zip:33839,263,17107,0.015373823580990239
zip:33841,719,32858,0.021882037859881916
zip:33843,31,1677,0.018485390578413835
zip:33844,19943,780495,0.025551733194959608
zip:33850,546,27786,0.019650183545670483
zip:33852,2798,191002,0.014649061266374174
zip:33853,10800,553892,0.019498385966939404
zip:33856,1,130,0.007692307692307693
zip:33859,2473,157926,0.015659232805237896
zip:33860,334,10062,0.03319419598489366
zip:33868,281,7609,0.03692995137337363
zip:33870,21928,1256617,0.017450026539510447
zip:33872,2238,93984,0.02381256384065373
zip:33873,938,47690,0.019668693646466763
zip:33875,1270,144377,0.008796414941438041
zip:33880,14990,807802,0.018556527465888917
zip:33881,5887,445553,0.01321279398859395
zip:33883,5,210,0.023809523809523808
zip:33884,16027,1222072,0.013114611905026873
zip:33896,1970,70070,0.028114742400456687
zip:33897,4730,266692,0.017735815097565732
zip:33898,5684,297605,0.019099141479477832
zip:33901,7715,346919,0.022238620542547397
zip:33903,5311,284288,0.01868175934263845
zip:33904,5284,387303,0.013643064990459666
zip:33905,5642,380036,0.014845961961498384
zip:33907,2537,160430,0.015813750545409212
zip:33908,4512,263793,0.017104320433066835
zip:33909,14982,819760,0.018276080804137798
zip:33912,68,1694,0.04014167650531287
zip:33913,3885,352547,0.011019807288106268
zip:33914,10680,586146,0.01822071634029747
zip:33916,3459,169547,0.020401422614378315
zip:33917,2850,139466,0.020435088121836146
zip:33919,1402,42341,0.03311211355423821
zip:33920,248,5518,0.0449438202247191
zip:33928,988,73191,0.013498927463759205
zip:33935,2090,203808,0.010254749568221071
zip:33936,4872,402541,0.012103114962202607
zip:33947,2686,134213,0.020012964466929434
zip:33948,4319,410857,0.01051217333524803
zip:33950,7268,345531,0.02103429214744842
zip:33952,14549,916305,0.015877900917270996
zip:33953,89,7391,0.0120416723041537
zip:33954,1018,40266,0.025281875527740527
zip:33955,636,15049,0.042261944315236895
zip:33966,1372,90586,0.015145828273684676
zip:33967,4686,409469,0.011444089784574656
zip:33971,8279,351145,0.023577154736647253
zip:33972,1875,173254,0.010822260957899963
zip:33973,1407,85241,0.01650614141082343
zip:33974,3659,214209,0.01708144849189343
zip:33976,14835,995474,0.014902448481828756
zip:33980,36,4015,0.00896637608966376
zip:33981,345,25605,0.013473930872876391
zip:33982,305,8434,0.036163149158169317
zip:33983,1903,131263,0.01449761166513031
zip:33990,9547,642774,0.014852809852296452
zip:33991,5906,332482,0.017763367640955
zip:33993,7217,444914,0.01622111239475494
zip:34102,2916,137725,0.02117262661100018
zip:34103,272,11959,0.022744376620118738
zip:34104,1297,62248,0.020836010795527566
zip:34105,117,10100,0.011584158415841584
zip:34106,3551,250990,0.014147974022869436
zip:34109,263,46525,0.0056528747984954325
zip:34110,502,24566,0.02043474721159326
zip:34112,1861,62229,0.02990567098941008
zip:34113,2144,129657,0.016535937126418165
zip:34114,478,44877,0.01065133587361009
zip:34116,5243,323572,0.01620350339337149
zip:34119,4629,428411,0.010805044688395023
zip:34120,3127,233541,0.013389511905832381
zip:34135,4023,234996,0.01711944033089925
zip:34142,2245,102970,0.021802466737884822
zip:34201,932,36886,0.025267038984980752
zip:34202,3200,353808,0.009044453488897933
zip:34203,5711,177038,0.03225861114562975
zip:34205,12779,513596,0.02488142431015818
zip:34207,6756,320979,0.0210481059508566
zip:34208,4659,160221,0.029078585204186717
zip:34209,5393,145647,0.037027882482989695
zip:34210,25,14989,0.0016678897858429516
zip:34211,1028,36681,0.02802540824950247
zip:34212,7249,303344,0.02389696186507727
zip:34215,47,1120,0.04196428571428571
zip:34219,10339,494516,0.02090731139134022
zip:34221,11515,554899,0.020751524151241936
zip:34222,71,8547,0.008307008307008307
zip:34223,31,6538,0.004741511165494035
zip:34224,1303,135832,0.009592732198598268
zip:34228,940,40848,0.023012142577359968
zip:34229,378,7044,0.05366269165247019
zip:34231,5232,186194,0.028099723943843517
zip:34232,12389,454892,0.027235036008547084
zip:34233,2506,141692,0.0176862490472292
zip:34234,5054,178594,0.028298823028769165
zip:34235,1164,42238,0.027558123017188314
zip:34236,6527,149476,0.04366587278225267
zip:34237,7712,267238,0.028858171367844392
zip:34238,2385,84417,0.02825260314865489
zip:34239,6388,325821,0.019605857203802087
zip:34240,1050,63346,0.016575632241972657
zip:34241,2007,111722,0.017964232648896367
zip:34242,296,6515,0.0454336147352264
zip:34243,12234,472589,0.02588718738692606
zip:34251,1465,46198,0.03171132949478332
zip:34266,7550,546504,0.013815086440355423
zip:34275,2732,142055,0.01923198761043258
zip:34276,9,2382,0.003778337531486146
zip:34277,61,5342,0.01141894421564957
zip:34285,562,24194,0.023228899727205092
zip:34286,12461,487041,0.025585115010851242
zip:34287,11640,399667,0.02912424593474067
zip:34288,8509,331276,0.025685531097936466
zip:34289,53,850,0.06235294117647059
zip:34291,658,30885,0.02130484053747774
zip:34292,471,4595,0.10250272034820457
zip:34293,10792,479874,0.022489236757982305
zip:34420,13070,947797,0.013789872725910717
zip:34428,671,84262,0.007963257458878261
zip:34429,124,1822,0.06805708013172337
zip:34431,1018,97069,0.010487385262030103
zip:34432,2768,162992,0.016982428585452045
zip:34433,288,44808,0.006427423674343867
zip:34434,1508,51689,0.029174485867399253
zip:34436,1124,82710,0.013589650586386169
zip:34442,1090,143519,0.007594813230304001
zip:34446,7721,824628,0.00936300974500017
zip:34448,343,7658,0.044789762340036565
zip:34450,1795,122511,0.014651745557541772
zip:34452,4828,318330,0.015166650959695913
zip:34453,8057,466659,0.01726528364394558
zip:34465,7689,667644,0.011516616640005752
zip:34470,6641,332093,0.01999741036396431
zip:34471,22097,1246682,0.01772464830646468
zip:34472,20827,1023573,0.020347351874267883
zip:34473,25616,814452,0.031451822820743276
zip:34474,1724,96540,0.017857882742904497
zip:34475,3229,208989,0.015450573953653063
zip:34476,5900,304232,0.019393094743485235
zip:34478,112,23642,0.004737331867016327
zip:34479,1467,87918,0.01668600286630724
zip:34480,4885,227084,0.02151186345141005
zip:34481,3585,174035,0.020599304737552792
zip:34482,2436,113734,0.021418397313028647
zip:34484,1250,74200,0.016846361185983826
zip:34488,695,50959,0.013638415196530545
zip:34491,15593,963007,0.016191990297059106
zip:34601,1509,92449,0.016322512953087648
zip:34602,113,5629,0.020074613608100905
zip:34604,734,34801,0.02109134794977156
zip:34606,8175,343101,0.023826803186233793
zip:34608,14625,948700,0.015415832191419837
zip:34609,24504,1394490,0.017572015575586773
zip:34610,4477,261106,0.01714629307637511
zip:34613,4878,175081,0.027861389870974005
zip:34614,424,46826,0.00905479861615342
zip:34637,646,23645,0.027320786635652357
zip:34638,4999,219992,0.02272355358376668
zip:34639,4795,226315,0.021187283211453065
zip:34652,10716,400519,0.026755285017689548
zip:34653,9627,435474,0.02210694553520991
zip:34654,5955,337869,0.017625174253926817
zip:34655,15843,814134,0.019459941483834356
zip:34667,9528,614361,0.015508796945118586
zip:34668,14094,723304,0.019485582825478638
zip:34669,3239,117573,0.027548841996036504
zip:34677,557,24353,0.02287192543013181
zip:34683,4978,160582,0.030999738451383093
zip:34684,1884,106167,0.017745627172285172
zip:34685,1375,64617,0.021279229924013803
zip:34688,768,55101,0.013938041051886535
zip:34689,4959,233649,0.021224143908169946
zip:34690,511,24390,0.02095120951209512
zip:34691,3124,159049,0.019641745625561934
zip:34695,3572,190661,0.018734822538432085
zip:34698,9094,423111,0.021493177913124453
zip:34711,26385,1199439,0.021997783964003172
zip:34712,192,1851,0.10372771474878444
zip:34714,8168,401497,0.02034386309237678
zip:34715,2783,92920,0.02995049504950495
zip:34731,483,28135,0.017167229429536166
zip:34734,880,226883,0.0038786511109250143
zip:34736,1042,70413,0.014798403703861504
zip:34737,60,12269,0.004890374113619692
zip:34741,12261,596061,0.020570042327882548
zip:34743,4630,192641,0.024034343675541553
zip:34744,7096,612505,0.011585211549293475
zip:34745,261,21554,0.01210912127679317
zip:34746,5129,333896,0.0153610705129741
zip:34747,4529,366633,0.01235295240744832
zip:34748,17313,1136339,0.015235770311500352
zip:34758,6451,348039,0.018535279092285636
zip:34759,2792,206184,0.013541302913902147
zip:34761,11774,592729,0.019864052543405165
zip:34762,1843,59848,0.030794679855634274
zip:34769,2627,104680,0.025095529231944975
zip:34771,3355,327610,0.010240835139342512
zip:34772,5059,318153,0.015901154475991112
zip:34785,6242,415921,0.015007657704227486
zip:34786,5025,224466,0.022386463874261582
zip:34787,36926,1941637,0.01901797297847126
zip:34788,6038,401763,0.015028760737051446
zip:34947,4137,245633,0.016842199541592537
zip:34950,6976,428182,0.01629213745556796
zip:34951,881,57189,0.015405060413715924
zip:34952,16747,1004933,0.01666479257821168
zip:34953,38821,1487798,0.026092923904992477
zip:34956,496,23284,0.021302181755712076
zip:34957,3272,180476,0.018129834437819986
zip:34958,1004,28140,0.03567874911158493
zip:34974,7331,639598,0.011461886997770475
zip:34981,936,84846,0.011031751644155293
zip:34982,15406,933184,0.016509070022632192
zip:34983,9446,693463,0.013621490980773308
zip:34984,116,7039,0.01647961358147464
zip:34985,3439,193827,0.017742626156314653
zip:34986,2668,172882,0.015432491526011963
zip:34987,2808,161587,0.017377635577119445
zip:34990,2168,43786,0.04951354314164345
zip:34991,1834,14517,0.1263346421436936
zip:34994,2304,164792,0.01398126122627312
zip:34997,9631,376298,0.02559407703469059
zip:35004,2531,326201,0.007759019745494342
zip:35005,2251,180789,0.012450978765300985
zip:35006,147,4804,0.030599500416319734
zip:35007,8155,1024221,0.007962148794059095
zip:35010,8995,1246376,0.007216923304043082
zip:35014,544,167544,0.003246908274841236
zip:35016,4369,557109,0.007842271440597801
zip:35019,43,4713,0.00912370040314025
zip:35020,20312,1706603,0.011902006500633128
zip:35022,8682,688842,0.012603761094706768
zip:35023,8434,715466,0.011788121308350082
zip:35031,468,99823,0.004688298287969707
zip:35033,191,19566,0.009761831748952263
zip:35034,24,2128,0.011278195488721804
zip:35040,2954,305992,0.00965384715940286
zip:35042,282,17684,0.015946618412123952
zip:35043,2194,186980,0.011733875280778693
zip:35044,1171,43792,0.026740043843624408
zip:35045,2985,421000,0.007090261282660332
zip:35046,1020,79093,0.012896210789829695
zip:35049,280,14421,0.01941612925594619
zip:35051,1657,166787,0.009934827054866386
zip:35053,20,7163,0.0027921262041044254
zip:35055,7208,755787,0.00953707856843264
zip:35057,2939,557528,0.005271484122770516
zip:35058,2512,230408,0.010902399222249228
zip:35062,2466,578943,0.004259486685217716
zip:35064,2508,349736,0.007171123361621338
zip:35068,6250,494287,0.012644475780265311
zip:35071,8176,597485,0.013684025540390136
zip:35072,924,104068,0.008878810008840374
zip:35077,1280,180129,0.007106018464544854
zip:35079,68,6708,0.010137149672033392
zip:35080,485,28897,0.016783749178115374
zip:35083,396,31482,0.012578616352201259
zip:35085,738,130761,0.005643884644504095
zip:35087,33,2176,0.015165441176470588
zip:35089,40,7616,0.005252100840336135
zip:35091,159,24226,0.006563196565673244
zip:35094,8612,630354,0.01366216443458755
zip:35096,2216,227476,0.009741687035115793
zip:35098,32,48778,0.000656033457706343
zip:35111,1813,173049,0.010476801368398547
zip:35115,1984,338355,0.005863663903296833
zip:35116,1122,86378,0.012989418601958833
zip:35120,11498,1084537,0.010601759091667688
zip:35121,2176,244927,0.008884279805819692
zip:35124,9934,394622,0.025173457131128014
zip:35125,6371,675626,0.00942977327693132
zip:35126,5226,636197,0.008214436723216237
zip:35127,5484,492901,0.011125966471969015
zip:35128,11466,1236748,0.009271088370468358
zip:35130,116,36817,0.0031507184181220633
zip:35131,1534,112579,0.01362598708462502
zip:35133,580,51836,0.011189134964117602
zip:35136,417,64582,0.006456907497445108
zip:35146,996,65740,0.015150593246121082
zip:35148,8,1081,0.0074005550416281225
zip:35150,8959,913913,0.009802902464457777
zip:35151,1384,146719,0.009432997771249804
zip:35160,12797,1395017,0.009173364912398917
zip:35171,1893,185037,0.0102303863551614
zip:35173,14973,1582406,0.009462173424519372
zip:35175,65,8038,0.008086588703657626
zip:35178,158,29486,0.00535847520857356
zip:35179,803,137586,0.0058363496285959325
zip:35180,4037,447047,0.00903037040848054
zip:35183,21,17663,0.0011889260035101625
zip:35184,2122,403461,0.005259492243364291
zip:35186,579,13084,0.04425252216447569
zip:35188,2,2532,0.0007898894154818325
zip:35203,2210,200504,0.011022223995531261
zip:35204,559,46113,0.01212239498622948
zip:35205,5886,426311,0.013806821780343459
zip:35206,22163,2405981,0.009211627190738415
zip:35207,1143,111207,0.010278129973832583
zip:35208,79710,7648343,0.010421865232770026
zip:35209,11057,669197,0.016522787759060485
zip:35210,3811,338808,0.011248258600741422
zip:35211,119236,11888065,0.01002989132377725
zip:35212,9340,849845,0.01099023939659585
zip:35213,1853,122488,0.015128012540003918
zip:35214,5558,574872,0.00966823919063722
zip:35215,31268,3224114,0.009698168240949297
zip:35216,7732,741857,0.01042249382293353
zip:35217,1801,209775,0.008585389107376952
zip:35218,1952,296283,0.0065882956497672835
zip:35222,2585,294607,0.00877440115136436
zip:35223,2308,139724,0.01651827889267413
zip:35224,491,50773,0.00967049416028204
zip:35226,5103,359378,0.014199533638675712
zip:35228,6774,759429,0.008919859526038642
zip:35233,2105,163994,0.012835835457394782
zip:35234,1015,108404,0.00936312313198775
zip:35235,7135,746860,0.009553329941354471
zip:35242,16818,1164638,0.014440538605128804
zip:35243,1929,229475,0.008406144460180847
zip:35244,8664,733469,0.01181236016791439
zip:35249,122,36109,0.003378659060068127
zip:35283,678,18937,0.03580292548978191
zip:35292,62,11466,0.005407291121576836
zip:35401,7184,795449,0.009031377247315666
zip:35404,5023,327528,0.015336093402701449
zip:35405,41994,3779074,0.011112246015822924
zip:35406,8401,893964,0.009397470144211623
zip:35442,1927,314319,0.006130714337981478
zip:35446,182,10789,0.01686903327463157
zip:35447,26,9970,0.002607823470411234
zip:35452,89,37466,0.002375487108311536
zip:35453,224,60066,0.0037292311790363933
zip:35456,5,11998,0.0004167361226871145
zip:35462,2054,139079,0.014768584761178899
zip:35463,27,1950,0.013846153846153847
zip:35466,270,39154,0.006895847167594627
zip:35470,340,38756,0.008772835173908556
zip:35473,3608,373464,0.009660904397746504
zip:35474,320,74064,0.004320587599913588
zip:35475,1819,212616,0.008555329796440532
zip:35476,514,17054,0.030139556702239945
zip:35481,2421,250182,0.009676955176631412
zip:35486,188,16299,0.011534449966255599
zip:35501,1840,265491,0.006930555084729803
zip:35503,962,82707,0.011631421765993206
zip:35504,1877,386473,0.00485674290312648
zip:35540,135,6716,0.02010125074449077
zip:35541,841,71033,0.01183956752495319
zip:35544,48,15457,0.003105389144077117
zip:35548,384,113862,0.0033725035569373454
zip:35549,19,1518,0.012516469038208168
zip:35550,511,37901,0.013482493865597214
zip:35553,106,7147,0.014831397789282216
zip:35555,1227,239055,0.005132710045805358
zip:35563,1570,122389,0.012827950224284863
zip:35564,979,232578,0.004209340522319394
zip:35565,3742,631805,0.005922713495461416
zip:35570,2664,517247,0.005150344032928175
zip:35572,217,93103,0.0023307519628798213
zip:35574,85,10028,0.008476266453928998
zip:35576,738,45081,0.01637053304052705
zip:35578,235,33609,0.006992174715106073
zip:35579,150,19439,0.007716446319255106
zip:35581,550,6466,0.08506031549644293
zip:35582,652,64205,0.010154972354178024
zip:35586,440,64053,0.006869311351537008
zip:35592,1474,576739,0.002555748787579824
zip:35594,1928,375080,0.0051402367494934416
zip:35601,13481,1481299,0.009100795990546135
zip:35603,7783,1006115,0.007735696217629198
zip:35611,6452,796064,0.00810487598987016
zip:35613,5005,673111,0.007435623545002236
zip:35616,846,51210,0.016520210896309315
zip:35619,44,11730,0.0037510656436487637
zip:35620,118,37865,0.0031163343457018353
zip:35621,156,21696,0.007190265486725664
zip:35622,1214,123389,0.009838802486445307
zip:35630,15904,1684176,0.009443193585468503
zip:35633,5533,335223,0.01650543071328638
zip:35634,1526,140681,0.010847235945152509
zip:35640,6580,722535,0.009106825274900178
zip:35643,1432,185989,0.007699380070864406
zip:35645,5140,454292,0.011314308858619566
zip:35646,186,35414,0.005252160162647541
zip:35648,285,102177,0.002789277430341466
zip:35650,2178,355977,0.006118372816221272
zip:35651,20,16847,0.0011871549830830416
zip:35652,430,41039,0.010477838153951119
zip:35653,5340,696632,0.007665453209154905
zip:35660,1291,190733,0.006768624202419088
zip:35661,13307,1397224,0.009523884502413357
zip:35662,28,823,0.03402187120291616
zip:35670,1075,129825,0.008280377431157327
zip:35672,1171,103847,0.011276204416112165
zip:35673,879,210200,0.004181731684110371
zip:35674,18242,843197,0.021634327446610934
zip:35739,878,108557,0.00808791694685741
zip:35740,100,6637,0.015067048365225252
zip:35744,352,17638,0.019956911214423403
zip:35747,1222,142725,0.008561919775792608
zip:35748,555,77166,0.0071922867584169195
zip:35749,7080,683877,0.010352738869709027
zip:35750,6969,776372,0.008976366999325067
zip:35752,783,197247,0.003969642123834583
zip:35754,329,73713,0.0044632561420644935
zip:35756,5738,661879,0.008669258278325797
zip:35757,2718,242384,0.011213611459502277
zip:35758,12500,1197918,0.01043477099434185
zip:35759,5951,466691,0.0127514779586493
zip:35760,346,39866,0.008679074900918076
zip:35761,1639,275475,0.005949723205372538
